	Abiotrophia	Acetanaerobacterium	Acetatifactor	Acetitomaculum	Acidaminococcus	Acinetobacter	Actinomyces	Aeromonas	Aestuariispira	Akkermansia	Alistipes	Allisonella	Allobaculum	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroglobus	Anaerophaga	Anaerosporobacter	Anaerostipes	Anaerotruncus	Anaerovorax	Aquabacterium	Arcanobacterium	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Brevibacterium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Catabacter	Catenibacterium	Cerasicoccus	Christensenella	Citrobacter	Cloacibacillus	Clostridium_III	Clostridium_IV	Clostridium_XI	Clostridium_XVIII	Clostridium_XlVa	Clostridium_XlVb	Clostridium_sensu_stricto	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eisenbergiella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	EscherichiaShigella	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Finegoldia	Flavonifractor	Fretibacterium	Fusicatenibacter	Fusobacterium	Gemella	Gemmiger	Gordonibacter	Haemophilus	Helicobacter	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Kingella	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lactonifactor	Leptotrichia	Leuconostoc	Mannheimia	Massilia	Megamonas	Megasphaera	Methanobrevibacter	Methanomassiliicoccus	Methanosphaera	Mitsuokella	Mogibacterium	Morganella	Moryella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraeggerthella	Paraprevotella	Parasutterella	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionispira	Proteus	Providencia	Pseudobutyrivibrio	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Pyramidobacter	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruminococcus2	Salmonella	Scardovia	Senegalimassilia	Slackia	Solobacterium	Sphaerochaeta	Sporobacter	Staphylococcus	Stomatobaculum	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Treponema	Turicibacter	Ureaplasma	Veillonella	Victivallis	Weissella	Yersinia	unclassified_Acetobacteraceae	unclassified_Acidaminococcaceae	unclassified_Aerococcaceae	unclassified_Alteromonadales	unclassified_Anaerolineaceae	unclassified_Anaeroplasmataceae	unclassified_Anaplasmataceae	unclassified_Bacillaceae	unclassified_Bacillales	unclassified_Bacteroidaceae	unclassified_Bacteroidales	unclassified_Bdellovibrionaceae	unclassified_Beijerinckiaceae	unclassified_Beutenbergiaceae	unclassified_Bifidobacteriaceae	unclassified_Blastocatella	unclassified_Bradymonadaceae	unclassified_Bryobacter	unclassified_Burkholderiales	unclassified_Candidatus	unclassified_Carnobacteriaceae	unclassified_Catabacteriaceae	unclassified_Chitinivibrionaceae	unclassified_Chloroplast	unclassified_Christensenellaceae	unclassified_Chromatiaceae	unclassified_Clostridiaceae	unclassified_Clostridiales	unclassified_Comamonadaceae	unclassified_Coriobacteriaceae	unclassified_Corynebacteriaceae	unclassified_Cryomorphaceae	unclassified_Cyclobacteriaceae	unclassified_Cytophagaceae	unclassified_Defluviitaleaceae	unclassified_Dehalococcoidaceae	unclassified_Desulfobacteraceae	unclassified_Desulfobulbaceae	unclassified_Desulfohalobiaceae	unclassified_Desulfomicrobiaceae	unclassified_Desulfovibrionaceae	unclassified_Ectothiorhodospiraceae	unclassified_Elioraea	unclassified_Enterobacteriaceae	unclassified_Enterococcaceae	unclassified_Erysipelotrichaceae	unclassified_Eubacteriaceae	unclassified_Ferroplasmaceae	unclassified_Ferrovaceae	unclassified_Flammeovirgaceae	unclassified_Flavobacteriaceae	unclassified_Fusobacteriaceae	unclassified_Geminicoccus	unclassified_Gracilibacteraceae	unclassified_Halanaerobiaceae	unclassified_Halobacteriaceae	unclassified_Halobacteroidaceae	unclassified_Halomonadaceae	unclassified_Haloplasmataceae	unclassified_Halothiobacillaceae	unclassified_Heliobacteriaceae	unclassified_Hyphomonadaceae	unclassified_Ignavibacteriaceae	unclassified_Kiloniellaceae	unclassified_Kofleriaceae	unclassified_Lachnospiraceae	unclassified_Lactobacillaceae	unclassified_Leptospiraceae	unclassified_Leptotrichiaceae	unclassified_Marinilabiliaceae	unclassified_Marinimicrobia	unclassified_Mariprofundaceae	unclassified_Methanobacteriaceae	unclassified_Methanomassiliicoccaceae	unclassified_Methanoregulaceae	unclassified_Methanosarcinaceae	unclassified_Methylococcaceae	unclassified_Microbacteriaceae	unclassified_Nannocystaceae	unclassified_Natranaerobiaceae	unclassified_Natranaerovirga	unclassified_Neisseriaceae	unclassified_Oceanospirillaceae	unclassified_Oleiphilaceae	unclassified_Oligoflexaceae	unclassified_Oligosphaeraceae	unclassified_Opitutaceae	unclassified_Oxalobacteraceae	unclassified_Pacearchaeota	unclassified_Paenibacillaceae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae	unclassified_Peptoniphilaceae	unclassified_Peptostreptococcaceae	unclassified_Petrotogaceae	unclassified_Planctomycetaceae	unclassified_Planococcaceae	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Prolixibacteraceae	unclassified_Proteinivoraceae	unclassified_Pseudobacteriovoracaceae	unclassified_Puniceicoccaceae	unclassified_Rhodobacteraceae	unclassified_Rhodobiaceae	unclassified_Rhodocyclaceae	unclassified_Rhodospirillaceae	unclassified_Rickettsiaceae	unclassified_Rikenellaceae	unclassified_Ruminococcaceae	unclassified_Saprospiraceae	unclassified_Simkaniaceae	unclassified_Sinobacteraceae	unclassified_Sphingobacteriaceae	unclassified_Spirochaetaceae	unclassified_Sporolactobacillaceae	unclassified_Staphylococcaceae	unclassified_Streptococcaceae	unclassified_Succinivibrionaceae	unclassified_Sulfolobaceae	unclassified_Sutterellaceae	unclassified_Synergistaceae	unclassified_Syntrophaceae	unclassified_Syntrophobacteraceae	unclassified_Syntrophomonadaceae	unclassified_Syntrophorhabdaceae	unclassified_Thermoactinomycetaceae	unclassified_Thermoanaerobacteraceae	unclassified_Thermodesulfobacteriaceae	unclassified_Thermoplasmatales	unclassified_Thermotogaceae	unclassified_Vallitalea	unclassified_Veillonellaceae	unclassified_Verrucomicrobiaceae	unclassified_Victivallaceae	unclassified_Vulgatibacteraceae	unclassified_Woesearchaeota	unclassified_Xanthomonadaceae
DC101	0	0	0	0	92534861.2795566	0	0	0	46267430.6397783	185069722.559113	1156685765.99446	0	0	0	0	0	0	0	0	0	0	462674306.397783	0	0	0	0	0	5413289384.85406	231337153.198892	0	46267430.6397783	1249220627.27401	0	0	46267430.6397783	0	0	0	0	0	0	46267430.6397783	0	0	0	0	185069722.559113	0	0	46267430.6397783	0	92534861.2795566	0	0	185069722.559113	277604583.83867	0	46267430.6397783	46267430.6397783	0	323872014.478448	0	0	0	0	0	0	46267430.6397783	0	46267430.6397783	0	5459556815.49384	0	0	0	0	0	277604583.83867	0	0	323872014.478448	0	0	46267430.6397783	0	323872014.478448	46267430.6397783	0	0	0	92534861.2795566	46267430.6397783	0	0	0	0	46267430.6397783	0	0	0	0	0	0	46267430.6397783	0	0	0	46267430.6397783	0	0	0	416406875.758005	0	0	740278890.236453	0	277604583.83867	0	46267430.6397783	370139445.118227	0	0	46267430.6397783	0	0	138802291.919335	0	19432320868.7069	0	0	0	0	0	0	0	0	231337153.198892	4117801326.94027	0	879081182.155788	2776045838.3867	0	0	0	0	0	0	0	0	0	46267430.6397783	46267430.6397783	0	0	0	0	0	46267430.6397783	46267430.6397783	46267430.6397783	0	46267430.6397783	46267430.6397783	0	0	0	0	0	0	0	138802291.919335	0	0	46267430.6397783	0	0	138802291.919335	0	0	46267430.6397783	0	0	0	0	0	0	0	46267430.6397783	0	231337153.198892	0	138802291.919335	416406875.758005	46267430.6397783	185069722.559113	0	0	0	0	0	0	0	46267430.6397783	0	0	0	0	0	0	0	740278890.236453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11659392521.2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92534861.2795566	0	0	0	46267430.6397783	0	0	46267430.6397783	0	0	0	323872014.478448	46267430.6397783	0	0	0	0	0	0	0	786546320.876231	231337153.198892	0	9716160434.35345	0	46267430.6397783	0	0	0	0	0	0	0	0	1110418335.35468	0	0	0	0	0	0	0	0	0	0	0	231337153.198892	0	0	0	0	0
DC102	0	0	0	0	138967367.364013	0	46322455.7880042	0	0	46322455.7880042	46322455.7880042	0	0	0	0	0	0	0	0	0	0	277934734.728025	0	0	92644911.5760084	0	0	14452606205.8573	0	92644911.5760084	0	833804204.184075	0	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	92644911.5760084	0	0	463224557.880042	0	0	0	0	0	0	0	0	1158061394.7001	0	370579646.304034	0	0	0	0	0	0	0	0	0	0	46322455.7880042	0	0	0	463224557.880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185289823.152017	0	46322455.7880042	0	0	2269800333.61221	0	46322455.7880042	0	0	0	0	0	46322455.7880042	0	0	0	0	0	0	0	0	46322455.7880042	1945543143.09618	0	0	0	0	0	0	0	0	0	0	0	0	138967367.364013	0	0	0	0	0	46322455.7880042	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92644911.5760084	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1574963496.79214	0	0	0	46322455.7880042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138967367.364013	0	0	0	0	0	0	0	0	0	0	138967367.364013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC103	0	0	0	0	786890965.141877	0	92575407.6637503	0	0	0	0	92575407.6637503	0	46287703.8318751	0	0	0	0	0	0	0	1805220449.44313	0	0	0	0	46287703.8318751	5785962978.98439	0	2314385191.59376	0	2730974526.08063	0	0	277726222.991251	0	0	0	0	0	0	0	0	0	0	0	92575407.6637503	0	0	92575407.6637503	0	0	324013926.823126	0	0	46287703.8318751	46287703.8318751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14534339003.2088	0	0	0	92575407.6637503	0	1249768003.46063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46287703.8318751	0	0	0	0	46287703.8318751	0	0	46287703.8318751	0	0	0	0	0	0	0	879466372.805628	0	0	0	0	46287703.8318751	46287703.8318751	0	46287703.8318751	0	0	0	0	0	0	0	0	0	10414733362.1719	0	138863111.495625	4397331864.02814	0	0	185150815.327501	0	0	0	0	0	0	46287703.8318751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46287703.8318751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324013926.823126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5369373644.49752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46287703.8318751	0	46287703.8318751	138863111.495625	0	0	0	0	0	0	0	0	0	0	324013926.823126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC104	0	0	0	0	0	0	46265168.7272823	0	0	92530337.4545646	16377869729.4579	0	0	0	0	0	0	0	0	0	0	879038205.818364	0	0	0	0	0	10548458469.8204	0	2452053942.54596	0	6292062946.91039	0	0	416386518.545541	0	0	0	0	0	0	0	0	0	0	0	185060674.909129	0	1341689893.09119	323856181.090976	46265168.7272823	0	46265168.7272823	0	0	693977530.909234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8188934864.72897	0	0	0	92530337.4545646	0	0	46265168.7272823	0	4857842716.36464	0	0	0	0	0	0	0	46265168.7272823	0	0	185060674.909129	0	0	508916856.000105	0	0	0	0	0	0	0	0	92530337.4545646	0	0	0	0	0	0	0	323856181.090976	0	0	138795506.181847	0	832773037.091081	0	46265168.7272823	46265168.7272823	0	0	0	0	0	0	0	46265168.7272823	0	0	0	0	46265168.7272823	0	0	0	0	323856181.090976	46265168.7272823	2590849448.72781	0	0	0	0	0	0	0	46265168.7272823	0	0	416386518.545541	0	92530337.4545646	0	46265168.7272823	0	1711811242.90944	0	0	0	0	46265168.7272823	0	0	0	0	0	0	0	0	323856181.090976	0	0	0	46265168.7272823	0	0	0	0	46265168.7272823	46265168.7272823	0	0	0	0	46265168.7272823	0	0	0	0	0	0	138795506.181847	0	46265168.7272823	0	0	0	0	0	0	0	0	0	0	0	0	0	46265168.7272823	0	462651687.272823	46265168.7272823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4025069679.27356	46265168.7272823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46265168.7272823	0	0	0	0	46265168.7272823	0	0	0	138795506.181847	0	0	11288701169.4569	0	0	0	0	0	0	0	46265168.7272823	0	0	46265168.7272823	0	0	0	0	0	0	46265168.7272823	0	0	0	0	0	0	0	0	0	0
DC105	0	0	0	0	2405861322.24868	0	0	0	0	138799691.668193	1064130969.45615	92533127.7787956	0	46266563.8893978	0	0	0	0	0	0	0	92533127.7787956	0	0	0	0	0	3423725727.81544	185066255.557591	1341730352.79254	185066255.557591	1850662555.57591	0	0	138799691.668193	0	46266563.8893978	0	0	0	0	0	0	0	0	0	138799691.668193	0	0	46266563.8893978	46266563.8893978	0	323865947.225784	0	0	416399075.00458	0	46266563.8893978	1619329736.12892	0	1202930661.12434	0	0	0	0	46266563.8893978	0	0	0	462665638.893978	0	4487856697.27158	0	0	0	46266563.8893978	0	185066255.557591	0	46266563.8893978	46266563.8893978	0	46266563.8893978	0	0	1110397533.34555	0	0	0	0	0	46266563.8893978	0	46266563.8893978	462665638.893978	0	0	0	0	0	0	2914793525.03206	832798150.00916	0	0	46266563.8893978	0	0	0	0	0	46266563.8893978	138799691.668193	0	185066255.557591	0	370132511.115182	0	0	0	0	46266563.8893978	0	0	0	0	0	740265022.230364	0	0	0	0	0	0	0	0	0	4904255772.27616	0	508932202.783376	2128261938.9123	0	0	0	46266563.8893978	0	0	0	0	0	7217583966.74605	0	0	0	0	0	185066255.557591	0	0	0	0	370132511.115182	0	0	0	0	46266563.8893978	0	0	0	0	0	0	0	0	0	46266563.8893978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370132511.115182	0	0	0	0	0	0	0	0	0	46266563.8893978	0	0	0	1341730352.79254	0	138799691.668193	0	0	0	0	0	0	0	46266563.8893978	0	0	0	0	0	0	0	46266563.8893978	0	0	0	2544661013.91688	46266563.8893978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138799691.668193	0	0	0	0	0	0	46266563.8893978	0	0	0	0	0	0	0	0	0	0	46266563.8893978	1341730352.79254	0	0	0	0	0	0	0	0	0	0	46266563.8893978	0	0	0	0	0	0	0	0	0	0	0	138799691.668193	0	0	0	46266563.8893978	0
DC106	0	0	0	0	0	0	231392153.460736	0	0	5044348945.44403	13143074316.5698	0	0	0	231392153.460736	0	0	0	0	0	0	277670584.152883	601619598.997912	0	0	0	0	14531427237.3342	1342074490.07227	5784803836.51839	46278430.6921471	1851137227.68588	0	0	0	1110682336.61153	0	0	0	0	0	46278430.6921471	0	0	0	0	4072501900.90895	0	0	92556861.3842942	0	92556861.3842942	740454891.074354	0	46278430.6921471	92556861.3842942	0	46278430.6921471	694176460.382207	0	740454891.074354	0	46278430.6921471	0	46278430.6921471	0	0	0	0	92556861.3842942	0	1897415658.37803	0	92556861.3842942	0	0	0	92556861.3842942	46278430.6921471	0	0	0	0	0	0	1388352920.76441	46278430.6921471	0	0	0	0	185113722.768588	0	0	1527188212.84085	0	0	0	0	0	0	0	0	3979945039.52465	0	0	0	0	0	0	0	370227445.537177	462784306.921471	0	3285768579.14244	0	1619745074.22515	0	46278430.6921471	231392153.460736	0	0	92556861.3842942	46278430.6921471	0	0	0	231392153.460736	0	0	0	0	0	0	0	0	0	3748552886.06392	0	1897415658.37803	2915541133.60527	0	0	231392153.460736	0	0	0	0	0	0	8885458692.89224	0	0	0	0	0	92556861.3842942	0	0	0	0	92556861.3842942	138835292.076441	462784306.921471	0	0	0	0	46278430.6921471	0	138835292.076441	0	0	92556861.3842942	92556861.3842942	0	231392153.460736	0	0	92556861.3842942	0	0	46278430.6921471	0	0	46278430.6921471	0	0	0	46278430.6921471	0	462784306.921471	46278430.6921471	46278430.6921471	462784306.921471	0	92556861.3842942	0	0	92556861.3842942	46278430.6921471	0	0	0	46278430.6921471	555341168.305765	0	0	370227445.537177	0	509062737.613618	231392153.460736	0	0	0	0	0	0	92556861.3842942	0	46278430.6921471	0	0	0	0	0	0	0	0	0	1527188212.84085	46278430.6921471	0	0	185113722.768588	0	0	0	0	0	0	0	0	0	46278430.6921471	0	0	0	0	0	0	0	46278430.6921471	0	0	0	0	0	46278430.6921471	0	0	0	138835292.076441	138835292.076441	0	0	0	46278430.6921471	0	0	0	46278430.6921471	0	277670584.152883	7821054786.97286	0	0	0	185113722.768588	0	0	0	0	0	0	509062737.613618	185113722.768588	0	0	0	0	0	0	0	0	0	0	1110682336.61153	46278430.6921471	0	0	0	0
DC107	0	0	0	0	0	0	0	0	0	46284063.2552956	1851362530.21182	0	0	0	0	0	0	0	0	0	0	1203385644.63768	46284063.2552956	0	0	0	0	7636870437.12377	277704379.531773	647976885.574138	185136253.021182	1249669707.89298	0	0	277704379.531773	92568126.5105911	0	0	0	0	0	0	0	0	0	0	1434805960.91416	0	46284063.2552956	138852189.765887	46284063.2552956	0	46284063.2552956	0	46284063.2552956	416556569.29766	0	0	0	0	740545012.084729	0	46284063.2552956	0	0	0	0	0	0	323988442.787069	0	8469983575.71909	0	0	46284063.2552956	46284063.2552956	0	138852189.765887	0	0	185136253.021182	0	0	0	0	0	0	0	0	0	416556569.29766	92568126.5105911	0	0	0	0	0	0	0	0	0	0	0	46284063.2552956	0	0	0	0	0	0	0	0	46284063.2552956	0	138852189.765887	0	46284063.2552956	0	0	46284063.2552956	0	0	0	0	0	92568126.5105911	0	0	0	0	0	0	0	0	0	0	0	4813542578.55074	0	138852189.765887	6202064476.2096	0	0	0	0	0	0	0	0	0	3286168491.12598	0	0	0	0	0	0	0	0	0	0	92568126.5105911	0	46284063.2552956	0	0	0	0	0	0	0	0	0	0	46284063.2552956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46284063.2552956	46284063.2552956	92568126.5105911	0	0	0	0	0	0	0	0	0	46284063.2552956	0	0	0	231420316.276478	0	555408759.063547	0	0	0	0	0	0	0	46284063.2552956	0	0	0	0	0	0	0	0	0	0	0	13005821774.7381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46284063.2552956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46284063.2552956	0	0	0	0	46284063.2552956	0	1758794403.70123	0	0	0	0	0	0	0	0	0	0	879397201.850616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC108	0	0	0	0	1342601082.04025	0	46296589.0358707	0	0	46296589.0358707	138889767.107612	0	0	0	0	0	0	0	0	0	0	324076123.251095	0	0	0	0	0	925931780.717414	277779534.215224	277779534.215224	0	740745424.573931	0	0	185186356.143483	0	0	0	0	0	0	0	0	0	0	0	1805566972.39896	0	0	46296589.0358707	92593178.0717414	0	416669301.322836	0	46296589.0358707	462965890.358707	0	0	0	0	46296589.0358707	0	0	0	0	0	0	46296589.0358707	0	0	46296589.0358707	7314861067.66757	46296589.0358707	0	0	92593178.0717414	0	324076123.251095	0	0	0	0	0	0	0	2129643095.65005	0	0	0	0	0	138889767.107612	0	0	46296589.0358707	0	0	0	0	0	0	0	0	324076123.251095	0	0	0	92593178.0717414	0	0	0	46296589.0358707	277779534.215224	0	509262479.394578	0	46296589.0358707	0	0	46296589.0358707	0	0	185186356.143483	0	0	46296589.0358707	0	7268564478.6317	0	0	0	0	138889767.107612	0	0	0	0	1898160150.4707	0	462965890.358707	185186356.143483	0	0	46296589.0358707	0	0	0	0	0	0	46296589.0358707	0	0	0	185186356.143483	0	0	0	0	0	0	0	46296589.0358707	0	0	0	92593178.0717414	0	0	0	0	0	0	0	0	0	0	0	0	46296589.0358707	0	0	0	0	0	46296589.0358707	0	0	0	138889767.107612	0	46296589.0358707	138889767.107612	0	370372712.286966	0	0	0	0	0	0	46296589.0358707	0	0	0	0	0	0	0	46296589.0358707	138889767.107612	46296589.0358707	46296589.0358707	0	0	46296589.0358707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527787438.18373	46296589.0358707	0	0	46296589.0358707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46296589.0358707	0	0	0	0	0	0	0	0	0	0	4768548670.69468	0	0	0	0	0	0	0	0	0	0	370372712.286966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC109	0	0	0	0	46307598.7723907	0	0	0	0	185230395.089563	1065074771.76499	0	0	0	0	0	0	0	0	0	0	1111382370.53738	0	0	46307598.7723907	0	0	17550579934.7361	231537993.861953	2269072339.84714	0	6112603037.95557	0	0	92615197.5447813	0	0	0	0	0	46307598.7723907	0	0	0	0	0	416768388.951516	0	46307598.7723907	277845592.634344	0	0	46307598.7723907	0	138922796.317172	46307598.7723907	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	0	0	0	92615197.5447813	46307598.7723907	0	0	92615197.5447813	0	46307598.7723907	0	46307598.7723907	0	46307598.7723907	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	370460790.179125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	1528150759.48889	0	185230395.089563	0	0	2454302734.93671	0	0	0	46307598.7723907	0	46307598.7723907	0	138922796.317172	0	0	0	0	0	0	0	0	46307598.7723907	92615197.5447813	0	46307598.7723907	926151975.447813	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	0	0	0	138922796.317172	0	46307598.7723907	0	0	1018767172.99259	0	0	0	0	0	0	0	0	46307598.7723907	0	0	0	46307598.7723907	0	92615197.5447813	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	0	0	0	0	0	46307598.7723907	0	0	0	0	0	0	0	0	0	0	0	0	0	46307598.7723907	0	463075987.723907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7223985408.49294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92615197.5447813	0	0	0	0	138922796.317172	0	0	0	0	0	0	1389227963.17172	0	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46307598.7723907	0	0
DC11	0	0	0	0	555512822.243598	0	0	0	0	0	92585470.3739331	0	0	0	0	0	0	0	0	0	0	648098292.617531	0	0	0	0	0	7406837629.91465	46292735.1869665	92585470.3739331	46292735.1869665	879561968.552364	0	0	46292735.1869665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324049146.308766	0	0	0	0	92585470.3739331	0	0	0	0	0	277756411.121799	0	0	0	0	0	0	0	0	46292735.1869665	0	92585470.3739331	0	0	0	0	0	0	1481367525.98293	0	46292735.1869665	0	0	0	0	0	0	0	0	0	0	46292735.1869665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92585470.3739331	0	0	0	0	185170940.747866	0	0	786976498.178431	0	0	0	0	0	185170940.747866	0	46292735.1869665	0	0	0	0	0	0	0	0	0	46292735.1869665	0	0	231463675.934833	0	0	0	0	0	0	0	0	0	46292735.1869665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185170940.747866	46292735.1869665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749711550.14429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46292735.1869665	0	0	0	0	0	0	0	0	0	0	46292735.1869665	0	0	0	0	0	0	0	46292735.1869665	0	0	0	0	0	0	0	0	0
DC110	0	0	0	0	46300540.3359667	0	92601080.6719335	0	0	46300540.3359667	92601080.6719335	0	0	0	0	46300540.3359667	0	0	0	0	0	416704863.023701	0	0	0	0	0	879710266.383368	0	787109185.711435	92601080.6719335	648207564.703534	0	0	46300540.3359667	46300540.3359667	0	0	0	0	0	0	0	0	0	0	0	46300540.3359667	92601080.6719335	92601080.6719335	0	0	92601080.6719335	0	0	0	0	0	46300540.3359667	0	46300540.3359667	0	0	0	0	0	0	0	0	0	0	4120748089.90104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46300540.3359667	0	0	0	879710266.383368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277803242.0158	0	0	463005403.359667	231502701.679834	0	0	0	0	0	0	0	0	0	0	0	0	2963234581.50187	0	694508105.039501	46300540.3359667	0	0	0	0	0	0	0	0	0	46300540.3359667	0	46300540.3359667	0	0	0	92601080.6719335	46300540.3359667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46300540.3359667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46300540.3359667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296415129.40707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601907024.367568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
